"order_id","customer_id","order_status","order_approved_at","order_delivered_customer_date","product_category_name","customer_city","seller_city","route"
"7806407a20e7d38caef6b35ea7757142",c52f8523a6448c43354e5ca966f61e4c,canceled,"2017-11-16 22:31:07","",moveis_decoracao,sao carlos,porto ferreira,sao carlos-porto ferreira
"7806407a20e7d38caef6b35ea7757142",c52f8523a6448c43354e5ca966f61e4c,canceled,"2017-11-16 22:31:07","",moveis_decoracao,sao carlos,porto ferreira,sao carlos-porto ferreira
"83e6338b5cf25dcf222551cb8da8d0d6","3690e975641f01bd07ad635f03dbb894",canceled,"2017-08-19 10:04:56","",cool_stuff,porto seguro,rio de janeiro,porto seguro-rio de janeiro
"8501926dd0837d694fc5af339c02a6b2",d2ef89d49d17e2fc893a8ba62913d2d1,canceled,"2018-08-07 23:05:23","",esporte_lazer,sao paulo,sao goncalo,sao paulo-sao goncalo
"881a5cda3b897b035971e3fcfce58aa6",aabb289abf4c3277937c216d0729f36d,canceled,"2018-01-31 16:34:19","",informatica_acessorios,rio de janeiro,ilicinea,rio de janeiro-ilicinea
"88a7f34793df2b92c81d02a09cec8e89","10faf9e153a1ce492d6d06a2a8006df7",canceled,"2018-08-07 04:44:43","",consoles_games,esteio,guarulhos,esteio-guarulhos
"8c3a5781b4f217b12c76e4216007e2db",ee446be704f02e18b31a0007ee5c1670,canceled,"2018-03-20 15:35:40","",esporte_lazer,sao paulo,guara,sao paulo-guara
"8caf289ab5d7e3ec7b4522aa22dabbec",dca1d784fd6b8dd1f223bb76482fa053,canceled,"2018-02-14 10:50:27","",bebes,sao paulo,rio de janeiro,sao paulo-rio de janeiro
"8e572fc4edc8dafc89bb18bf812916e6","54c305a3143449a2aa8906eca0c2305e",canceled,"2018-01-27 17:32:01","",informatica_acessorios,camamu,sao paulo,camamu-sao paulo
"93aa3d58f7f2a97010801f8ff8dc45a5","0496b71ebc90246e3e2ed28846651580",canceled,"2018-05-01 05:35:29","",esporte_lazer,sao paulo,sao paulo,sao paulo-sao paulo
"943625151a5d8d00da80e96a90930e03","2953e41dea84f8fe69dc569138b6002f",canceled,"2018-02-17 10:10:26","",eletrodomesticos,sao paulo,sao paulo,sao paulo-sao paulo
a31ecde4565b9e5e70a4ac17fb47174c,"7c4b8e956f27bed90b8269e5a04ac6db",canceled,"2018-01-31 13:32:23","",bebes,ribeirao preto,ibitinga,ribeirao preto-ibitinga
aa7c3f20fab2d3cb0f76ab5165e47618,a907c1cc7d54627276af64647fbd61ad,canceled,"2018-02-15 11:50:38","",pet_shop,rio de janeiro,campinas,rio de janeiro-campinas
ad430bc59db52b1f7522b6f19e669bc6,eed07583336a218b34ffa4773126a86b,canceled,"2017-03-05 19:50:09","",automotivo,rio de janeiro,artur nogueira,rio de janeiro-artur nogueira
b4c4b76c642808cbe472a32b86cddc95,e0a2412720e9ea4f26c1ac985f6a7358,canceled,"2018-07-12 12:25:53","",cool_stuff,goiania,sorocaba,goiania-sorocaba
b4c4b76c642808cbe472a32b86cddc95,e0a2412720e9ea4f26c1ac985f6a7358,canceled,"2018-07-12 12:25:53","",cool_stuff,goiania,sorocaba,goiania-sorocaba
b803962943a08a081c52d087e852358c,"9d1ad1c80967c646f17783f8741c75e8",canceled,"2018-05-07 09:56:17","",beleza_saude,sao paulo,sao paulo,sao paulo-sao paulo
b8752fc264f1692031237bb715061cc4,"217368c0bfd8d50699dfb3f303d4c387",canceled,"2018-02-22 17:15:47","",beleza_saude,sao joao de meriti,petropolis,sao joao de meriti-petropolis
c94939ec208457c136427d40ea7bb4cf,bdc00c07c6a1107c61ae7e8a75d3071c,canceled,"2017-09-06 16:37:13","",eletroportateis,guarulhos,capivari,guarulhos-capivari
c9f06c1229ec7cd4ec9aed55d434b499,fa89053140d09081b3a3a4608a74c083,canceled,"2018-02-05 20:49:48","",beleza_saude,jaboticabal,franca,jaboticabal-franca
d688c0804e20281bdd7c7c864fe300fb,"033f5ddbb536a477e81abd786f23f452",canceled,"2018-05-22 20:56:48","",eletronicos,belo horizonte,sao paulo,belo horizonte-sao paulo
d8bd004470081a1d36e3fc745cd96951,c632ad18acd96fb52bfd4a4de51d11e4,canceled,"2017-05-30 11:10:14","",cool_stuff,taboao da serra,marilia,taboao da serra-marilia
db0335818a0e49d9d5bbe1ce0a99310e,"8e9bad01be77e446634b85d8b7261ef9",canceled,"2017-11-15 07:55:26","",ferramentas_jardim,mogi das cruzes,sao paulo,mogi das cruzes-sao paulo
dbbbc904081f8e928028432e2e3d7686,"1d34ed25963d5aae4cf3d7f3a4cda173",canceled,"2016-10-07 10:16:33","",esporte_lazer,quissama,suzano,quissama-suzano
dc0c4c970ae6b97b389d2e44a500f931,c78ae6d35d08ea9b9fbbd180c70b0ba5,canceled,"2018-05-05 15:15:16","","",sao paulo,santo andre,sao paulo-santo andre
e5476d1c0a9bcc909b2f4bc24559bdde,ae933e624bc868f3e68628d1f5ceeebc,canceled,"2017-02-13 17:30:17","",ferramentas_jardim,piracicaba,brasilia,piracicaba-brasilia
eba9f7d9010e498a2fdd4a48583db537,e3e12992b74ab5c23abf9a2d160af158,canceled,"2018-01-29 16:36:49","",utilidades_domesticas,santo antonio de padua,colorado,santo antonio de padua-colorado
eba9f7d9010e498a2fdd4a48583db537,e3e12992b74ab5c23abf9a2d160af158,canceled,"2018-01-29 16:36:49","",utilidades_domesticas,santo antonio de padua,colorado,santo antonio de padua-colorado
eba9f7d9010e498a2fdd4a48583db537,e3e12992b74ab5c23abf9a2d160af158,canceled,"2018-01-29 16:36:49","",utilidades_domesticas,santo antonio de padua,colorado,santo antonio de padua-colorado
f3bd213a969549dd53ed48872f4bb69d,"1b4970ad8aaf073fd9164c55384584a5",canceled,"2017-09-26 03:49:17","",consoles_games,rio de janeiro,araguari,rio de janeiro-araguari
fe9aa3b22b4d65ccbaffb57984bc12fb,e14603210bf5355859bea3b45bbad044,canceled,"2017-11-14 19:50:28","",brinquedos,itu,maua,itu-maua
"9e99d220ca1057d22b317d36cf203620","60ff6e09a676bfa797f0ae3f1282ce4d",unavailable,"2018-01-05 02:35:44","",,volta redonda,,
ae60d8ce9aa713ec6cc02a1b15e6759e,"6a8e32e45208a7e5bb55c5f84ef10e53",unavailable,"2017-05-30 13:10:38","",,manaus,,
e51a8e1d0f0a0cc6eae0b605b53cf9ed,"2a7e297b30ff4a624ad2d5dda5b9484a",unavailable,"2017-06-04 21:50:18","",,deputado irapuan pinheiro,,
"2c44ef48e157c9a43e9998da9a3248bd","1b38122bd6186b187d3af336471189e8",unavailable,"2017-07-18 06:35:14","",,cacoal,,
abfacef50a27d7cea3f2c7aa60c08245,"5f2d32c9dc38e07a3f364d00b94ff674",unavailable,"2017-09-30 02:36:26","",,londrina,,
a3beebf1efa956ba70cf01a80c483367,"9da570dd0f573074ad3458b7ba281a62",unavailable,"2017-10-12 15:28:10","",,pocos de caldas,,
"59798edc300f7563a9bdf18b2740def9",be1abfd06882c0ee1d45b976da59a494,unavailable,"2017-07-05 19:23:18","",,betim,,
"2e287cee637969033ec9ab49602e61ef",bf6418c67d6b29aada7d4a9a0cfb3e09,unavailable,"2017-01-31 04:31:22","",,balneario pinhal,,
"53ec902459673efbbcb34dec981931d3","489a3ed6905c005864a69d534cba1aca",unavailable,"2017-07-23 23:03:21","",,aracaju,,
"2636c69e57fce1b3a556b70f1acd1192",da1aa56ec12c8b63264ddc800772ce66,unavailable,"2017-03-01 09:10:21","",,sao bento do una,,
"7dfff541b2a848ecb18ceb83d02bfa6a","5510a0757de57b34e27fd23c1942793a",canceled,"","",,sao paulo,,
"8c6e16dc21c114e69bdf0d21386241eb",cd7891263813d9cc6b26f232f73c1485,unavailable,"2017-11-17 03:46:16","",,uruana,,
"3a0fbe8fbdae776394cd93385366a4fd","240316d3cc8d0622aa5a02aa0de18115",unavailable,"2017-12-12 15:31:22","",,jaguariaiva,,
"47bd649b812fd8ecc28320c466974088",cb617abe19badb2696a3615bfb355545,unavailable,"2017-11-27 19:18:56","",,belo horizonte,,
a3777b94ef07749f031ade4ae824ddb2,"65b2d78564e9d776cca877028b764eac",unavailable,"2017-05-31 06:45:24","",,vitoria da conquista,,
a027b795d174ac4c8c7fd853838b5744,cf13a089ed6e356ea5195f21e3d5d7b3,unavailable,"2017-12-12 14:49:58","",,guaratingueta,,
ef32bb24f4e81a29a305e5285c8d3d34,"90864878aebf8b7456fc25ac866af6ce",unavailable,"2017-12-19 14:24:07","",,sao paulo,,
"8eeaa67e826a9308e63f4436bf00a8f2",e6b9210d8d6ab1404223c31b0fe6a7b9,unavailable,"2018-01-05 09:27:25","",,mossoro,,
"85fc293d3e0bf416c547c15d991e096a","842ebaefba675d1067f4722118378ab6",unavailable,"2017-12-09 20:33:27","",,rio de janeiro,,
ec88cd13421e27489ffc1f352247f3a4,"936da706de2dfa07d2f5f8e3934836ca",canceled,"","",,belo horizonte,,
"00d0ffd14774da775ac832ba8520510f",a2f3de2a0a84803cef018776a2e76c9b,canceled,"","",,osasco,,
fddbd183387b5c9bcbafbd0fe965301f,bade46d49478a63c01dca6a9ae49dfa9,unavailable,"2017-09-26 03:24:31","",,curitiba,,
"0e6dbbc7484dc1ee0392c9ca801035c2","90f65e1539426f18ab1941841d728c72",canceled,"","",,visconde do rio branco,,
"2559552ea70a7caa245eca67f410a3f4",ebe02b455bc2f5f8828a89d8bd96cded,unavailable,"2017-10-22 20:56:31","",,sao paulo,,
"572c4bbf0f5f85a9b4a2c4fe0c7f04d5","93ccdc49f22d1b0e3664b2bc328cf23d",canceled,"","",,santana de parnaiba,,
"74f833bf7c70ce8c3f820f725c213e1c",fffc22669ca576ae3f654ea64c8f36be,unavailable,"2017-06-30 11:30:20","",,salvador,,
"46c25d5c696b53935b00b3e3fa555d20",b8733d8c52eb81f4ae5ce655728ff6dd,unavailable,"2017-06-30 03:03:47","",,sao paulo,,
bd7585a77f0aa76b3775bb68fb293356,"7eb5555aea491d47d05d05d3f6f99be6",unavailable,"2017-02-10 02:43:20","",,prudente de morais,,
"7533138abe254f5d3856101e4a21e5f2","5164e21ce84142db5439f4ae25f579a5",unavailable,"2017-11-17 20:35:41","",,santos,,
"0cfc5b8b63bf71f738f96e68adb96b3d",f9627108e19721bd9781efd9f559abf0,unavailable,"2017-12-07 03:15:48","",,sao domingos do sul,,
"37553832a3a89c9b2db59701c357ca67","7607cd563696c27ede287e515812d528",unavailable,"2017-08-17 00:15:18","",,sao paulo,,
e9f308c243d53135de5a481bf3a9cb86,c5278def2d7c1e27ac0a75b3c7ee783d,unavailable,"2018-02-11 11:10:23","",,sao paulo,,
e58b8168894c93cf61d36c90775acd85,"65a227fbf7d798cdeadee8c0bea74993",unavailable,"2017-02-26 16:25:15","",,pinhais,,
"151e44f3dd461fe0838b6f59f884749f","4874fe3c17665962a71cdcdf3f9cd9a0",unavailable,"2018-02-24 02:55:40","",,soledade de minas,,
bd51fae4e79d90bca958267d6e6bee30,"6804cebe528d82cfccaad1143fefbd38",unavailable,"2017-11-17 21:06:24","",,sao paulo,,
"4cccc0d35e7c7a0dc766ad3c4043e33e","75295919398404a05b83a05a22506b41",unavailable,"2018-08-10 10:50:21","",,cotia,,
"80f0181edc2f4a5bd3384a3c39a83cee","9ce9e0d0045dd13cb96601552c819eb0",unavailable,"2018-01-14 19:36:26","",,sao paulo,,
"1985dcd0eb8cb683615c1d2b8f324572","7043701548d462c834782d596ac13466",unavailable,"2018-05-02 14:59:49","",,casa nova,,
"2b3d870a4d670c91f15668cea4fe3aa5",a897d52db6440afe445137c35a4add64,unavailable,"2018-01-15 14:50:13","",,sao paulo,,
"620b0acb9258b51defbc51804c5298d5","9012f48ac2c416c82819101da4e4b75e",canceled,"2016-10-05 08:45:09","",,sinop,,
"65f87722388463aa7d02023c8f5b11ab","92c2c5b759c20b4d91edd17b0b8572c7",unavailable,"2017-12-07 15:54:29","",,ribeirao das neves,,
"2fa565240e8353e7a1ad78347f8608fa",a48e070eeacfcdb978ca3fc5c7f4557e,unavailable,"2017-02-15 22:25:13","",,paulinia,,
f05fbff4a434f4d0c1e09000bf45f06f,dc707154393bfd176a45a7bdd7e496a0,unavailable,"2017-06-10 13:02:14","",,sao paulo,,
"2d57932a94a64e0729ec5b88b4860d0d","18ee349e6fe0fa105ac44232ac1f4d06",unavailable,"2018-04-03 05:27:48","",,ilhabela,,
"0e64b89242bbb62b8ea29c57fc8073fb","8383f6013f8c865be8aa873dce7f43a1",unavailable,"2017-11-23 11:08:21","",,campinas,,
f63be24880200ae32aa24f5b458a3dc3,a6954f48f5d8a0dcbad1a0921109cb56,unavailable,"2017-01-27 14:31:44","",,duque de caxias,,
c12a72f72509bcc1317ee119c5ade35b,fba9df63f86cae646f8d1a1f8c6bb85c,unavailable,"2017-11-28 12:14:48","",,niteroi,,
"31c672e3859d5d55d460ea8dbc39053d",c0fa053afcb588fce87ade5024cada7a,unavailable,"2017-02-13 14:05:21","",,campinas,,
e444dbf63e18f98c43c81f5ccc7ef8a0,"267d85c043aaf0dfbf9b0211546e7a0f",unavailable,"2017-09-25 12:25:45","",,telemaco borba,,
"76d85afd545b8fc877273a68455675c1",e29b02752f22ba7a6ef120027c9f2556,canceled,"","",,rio de janeiro,,
b7be5e58fd37e6165dbb39e8362c8446,"021ed85d23b734289c4dd0c827a3559e",unavailable,"2017-06-29 18:23:47","",,natal,,
"2f30c0b1905c65a8ff6c6358bc909625",e963d0e4f815dcd28b135d7d340ec51a,unavailable,"2017-12-09 13:30:49","",,ribeirao preto,,
"61bc37c42c68767e75243b8c2061f5aa",b3beef70f17ed56c0f98f810e411d87b,unavailable,"2018-01-12 14:57:24","",,sao paulo,,
"798738fb83403d78d10892ac46cf8065",ca860cef411f1bc07c2e4a2b19fdfd4d,unavailable,"2018-01-24 18:56:24","",,americana,,
"8ad27f298f11ab1248784468b3fa24e0",a5b99bf549cd3aebde88c53e7fb9f70a,unavailable,"2018-05-09 04:31:31","",,tres coracoes,,
"7018a2cb4802de2f9ed4b09b6a98e6fd","885a9dace03d5ee78e1639818cf8ca76",canceled,"","",,uniao dos palmares,,
ee234bfd26ca588915483995d811c1d0,b0232f62bd310b605fc9ba834860ce2c,unavailable,"2017-12-01 14:11:36","",,sao paulo,,
"2c885b285dce307562d7f4caae89c6dc","1028ae318a4846d5f21db7dd749f2ee3",unavailable,"2017-09-07 08:03:28","",,ourinhos,,
adf5a3d223336c6b7965f3027bb7ddc2,"6c40dd1882be5ee6caadaa356563ef0d",unavailable,"2017-11-13 22:51:08","",,ibia,,
"1aba68837cfafa9cc4bba58efee87d4a","88bab0875c657d7167d0080bbb4e794a",unavailable,"2017-10-24 03:56:28","",,salto do ceu,,
cb4a79c1e6c9ae44302861e7602cc449,"536f46cc0f2f2b1e40d056f7998f0254",unavailable,"2017-12-06 15:57:29","",,maringa,,
"6a91f55a2fad58d1b580326cd07f5795",ca970e8045a80d7bfb9b994b321439f8,unavailable,"2017-08-14 00:35:20","",,nova iguacu,,
"18c528b07b50f67122420d4b645dc84c",eb1df600a5bb309af1609d1fdad074ef,unavailable,"2017-10-26 02:56:53","",,sao jose dos campos,,
b842e9225252d13f6af62ff4508d7c43,d9a4b5aa53433b592bdea6b33f44a8e8,unavailable,"2017-08-02 22:30:14","",,sao paulo,,
"81997644995458a01126899a96832353","956b08173d0a9611b85f9ec0034944e1",unavailable,"2018-02-26 17:15:48","",,sao paulo,,
"5c4e4e1d3abaee058758731094e9a7cc","2b60fa486873939bde1170b15b8ac6ac",unavailable,"2017-12-04 16:32:05","",,juiz de fora,,
"98fe01bc254b759c1f2c11d77c2891d5","30f3b26a06e5a67682305298f83e6be3",unavailable,"2017-10-18 18:37:08","",,redencao,,
ea55dd40acfb6206bdf910b5e903ff77,b2e560f4f7541aebd3720c41ea3b2544,unavailable,"2018-01-06 01:16:29","",,santo andre,,
a9cc8ce28b99a1cc075cb04ab19010c7,cfaa50273d7dd437aaa48b344de64ba5,unavailable,"2018-01-20 09:09:42","",,curitiba,,
ddb580e0827e6b997875e7b5612b8093,dae88014152d7b4f68f7faf14e63b8f1,unavailable,"2017-07-17 21:15:14","",,franca,,
b210c676cae65f95f7e08a49d195e1a1,"44cb55a7202fc9fccf83f653373bb000",unavailable,"2017-07-21 14:55:15","",,araujos,,
"648637c544f762334d4ce9bbe88ebe21","9df7ac1b5662e707e172cdb698820360",unavailable,"2017-11-09 22:50:29","",,maua,,
"0cb763300f5679bee73a0b0fdfe0a2d2",f3fb421cdedc2519a5d2f5c75f2cb843,canceled,"","",,vespasiano,,
c038b4c610ae79ae8e3d191f7293fbae,f678799cf04c0c8c731552419b6a03cb,unavailable,"2017-02-02 02:41:20","",,tiete,,
"9231cd28d094660487390045fec25a3b",f9a9e4658d1e1805f6f7fa0db82be533,unavailable,"2017-05-31 01:25:25","",,salvador,,
"9b932dca249f9971b86dde2f2d7ad412","882b44646ab3f186597b1622a9443ff9",unavailable,"2017-11-20 17:26:54","",,itapira,,
"96e78a16640bdff7370dd73cb821fc01","950212a2b67caa64e9628f68a58b3314",unavailable,"2017-07-04 03:50:25","",,curitiba,,
c306eca42d32507b970739b5b6a5a33a,"24b0e2bd287e47d54d193e7bbb51103f",canceled,"","",,jequie,,
"335f8f913a1d29120e07b6bb9847d73c","513f24c01c5b22fe1b97bb2ff08f1808",unavailable,"2018-05-14 15:33:16","",,sao paulo,,
df2f177b04bac67798590bc71213dcc2,fbf0bdb831c80d46f0001ecaecd18ca6,unavailable,"2017-11-18 15:35:28","",,taboao da serra,,
"842784b3b697f1dbb51781a20352709a","619718b8cfa49a9a4a47287d7344bd1a",unavailable,"2017-09-05 17:47:26","",,jandira,,
"816e9ea5a585767bf637afdfb6d536ed","9629cd856821f7cffff6f6238d5cb5e7",canceled,"","",,sao carlos,,
d8198b1933966d7baf7a7d758bdde142,"24eab5309a4f60346c0fe93388afe166",unavailable,"2017-08-11 04:30:25","",,santos,,
"2bb02fdf5637a68cd5d13c78c37c3376","8c468917b274857623298a1627369866",canceled,"","",,divinopolis,,
"616fa7d4871b87832197b2a137a115d2",bf6181a85bbb4115736c0a8db1a53be3,canceled,"","",,pirai,,
d57e15fb07fd180f06ab3926b39edcd2,"470b93b3f1cde85550fc74cd3a476c78",unavailable,"2018-01-09 07:26:08","",,paulo afonso,,
"930f7f40db5f938e56fbc1bdcd1bb28b",ab3ac67d2fba82499b0d71c4d16f76c8,unavailable,"2018-02-16 20:10:31","",,sao bernardo do campo,,
"4641a7999ca05850ee60509c213dc8ac",a7ff2f7795c7e202a24fc881252112bf,canceled,"","",,santos,,
"31a1a43e09fe1f26cdcb077099cadf82",b6bdcb76ab8bf3b240c3db7974b0656e,unavailable,"2017-09-13 15:04:30","",,brasilia,,
ae443cb420061bab1f2c5e3ad279fde8,"3d59638a168c209ccb33a27424fc06da",unavailable,"2018-03-03 09:48:36","",,holambra,,
"01cb6d702e5233235f4125309d184bf4",cf52d3f2132b17f52fdf4b40c135163e,unavailable,"2017-02-01 02:45:37","",,sao luis,,
c581b368f1c9fc02caaa71e42809baf9,a67066f37fd7f046f8ee58067dc9abbe,canceled,"","",,pelotas,,
c549f0d88f33bfe43351b893f1fb55ac,ea26950075411d4c3569a71853ee7388,canceled,"","",,rio de janeiro,,
aed5fd4c4ada58504679761465a6486e,fb5adcc8d11e1000f05d9e6b683a0700,unavailable,"2017-07-07 11:03:33","",,salvador,,
d8716a985f69a46751cc046b0fea0d98,fb89de9d98c3cde010eaf1a31a5f7fd3,unavailable,"2017-10-06 13:07:10","",,sao paulo,,
fd4c3a2912e854eedd463b329540da4b,d2fdd1d3725bccaa0900e360a985398f,canceled,"","",,curitiba,,
"7e6bd960caf2346257183fd4b6079a65","2ca5e9f17a80f9515da7fa967af7444e",unavailable,"2018-01-28 16:50:06","",,sao bernardo do campo,,
a84212c880e5635e2a0888ba25c027c7,c9f3088ce9c367359bf7c688da45a639,unavailable,"2018-05-11 15:38:11","",,sao paulo,,
"6900ba78f72feb30643f7c2e2ebb3aa1","7a025a70305eeb3f28d6f279b2312f57",unavailable,"2017-04-23 18:30:35","",,tupa,,
"1ce8144d59eef2763c0fbaf8ffd26d31",cffd70efba7f41e519157d935120f41b,unavailable,"2017-08-11 12:43:33","",,taboao da serra,,
"29557adf1f00504612cbebf82c843d77",e5aed707ee7e99bcc46d19ccb4921bd4,unavailable,"2017-04-27 23:33:37","",,rio de janeiro,,
